,class,details
80,1420," Raising of horses and other equines manufacture of articles of fur This class excludes: - production of raw fur skins, see 014, 0170 - production of raw hides and skins, see 1010 - manufacture of imitation furs (long-hair cloth obtained by weaving or knitting), see 1312, 1321 - manufacture of fur hats, see 1410 - manufacture of apparel trimmed with fur, see 1410 - dressing and dyeing of fur, see 1511 - manufacture of boots or shoes containing fur parts, see 1520 Manufacture of wearing apparel and clothing accessories made of fur Manufacture of fur and skin rugs and other similar articles Manufacture of other fur products n.e.c."
81,1430," manufacture of knitted and crocheted apparel This class excludes: - manufacture of knitted and crocheted textiles, see 1321 Manufacture of knitted or crocheted wearing apparel and other made-up articles directly into shape (pullovers, cardigans, jerseys, waistcoats and similar articles) Manufacture of other knitted and crocheted apparel including hosiery"
82,1511," tanning and dressing of leather; dressing and dyeing of fur This class excludes: - production of hides and skins as part of ranching, see 014 - production of hides and skins as part of slaughtering, see 1010 - manufacture of leather apparel, see 1410 - manufacture of imitation leather not based on natural leather, see 2219, 2220 Flaying and curing of raw hides and skins Tanning and finishing of sole leather Tanning and finishing of industrial leather Scraping, currying, tanning, bleaching, shearing and plucking and dyeing of fur skins and hides with the hair on Finishing of upper leather, lining leather and garment leather etc. Embroidering and embossing of leather articles Other tanning, curing, finishing, embossing etc. of leather"
83,1512," manufacture of luggage, handbags and the like, saddlery and harness This class excludes: - manufacture of leather wearing apparel, see 1410 - manufacture of leather gloves and hats, see 1410 - manufacture of footwear, see 1520 - manufacture of saddles for bicycles, see 3092 - manufacture of precious metal watch straps, see 3211 - manufacture of non-precious metal watch straps, see 3212 - manufacture of linemenâ€™s safety belts and other belts for occupational use, see 3290 Manufacture of travel goods like suitcase, bags, holdalls etc. Manufacture of purse, ladiesâ€™ handbags, artistic leather presented articles and novelties Manufacture of saddlery and harness Manufacture of other consumer goods of leather and substitutes of leather n.e.c."
84,1520," manufacture of footwear This class excludes: #NAME? 1410 - manufacture of plastic footwear parts, see 2220 #NAME? footwear parts, see 2219 - manufacture of wooden shoe parts (e.g. heels and lasts), see 1629 Manufacture of leather footwear such as shoes, sandals, chappals, leather- cum-rubber/plastic cloth sandles and chappals Manufacture of footwear made primarily of vulcalized or moulded rubber and plastic. Manufacture of other footwear n.e.c."
85,1610," Saw milling and planing of wood This class excludes: - logging and production of wood in the rough, see 0220 #NAME? panels, see 1621 - manufacture of shingles and shakes, beadings and mouldings, see 1622 Sawing and planing of wood Manufacture of unassembled wooden flooring including parquet flooring Manufacture of wooden railway sleepers Activities related to saw milling and planing of wood n.e.c."
86,1621," manufacture of veneer sheets; manufacture of plywood, laminboard, particle board and other panels and board Manufacture of ply wood and veneer sheets Manufacture of particle board and fibreboard including densified wood Manufacture of flush doors and other boards or panels Manufacture of other plywood products n.e.c."
87,1622," manufacture of buildersâ€™ carpentry and joinery This class excludes: - manufacture of unassembled wooden flooring, see 1610 - manufacture of kitchen cabinets, bookcases, wardrobes etc., see 3100 - manufacture of wood partitions, free standing, see 3100 Manufacture of structural wooden goods [intended to be used primarily in the construction industry such as beams, rafters, roof struts, glue-laminated and metal connected, prefabricated wooden roof trusses, doors, windows, shutters and their frames, whether or not containing metal fittings, stairs, railings, wooden beadings and mouldings, shingles and shakes etc.] Manufacture of prefabricated buildings, or elements thereof, predominantly of wood Manufacture of buildersâ€™ carpentry and joinery n.e.c."
88,1623," manufacture of wooden containers This class excludes: - manufacture of luggage, see 1512 - manufacture of cases of plaiting material, see 1629 Manufacture of wooden boxes, barrels, vats, tubs, packing cases etc. Manufacture of plywood chests Manufacture of market basketry, grain storage bins and similar products made of bamboo or reed Manufacture of other wooden containers and products entirely or mainly of cane, rattan, bamboo, willow, fibre, leaves and grass n.e.c."
89,1629," manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials This class excludes: - manufacture of mats or matting of textile materials, see 1322 - manufacture of luggage, see 1512 - manufacture of wooden footwear, see 1520 - manufacture of matches, see 2029 - manufacture of clock cases, see 2652 #NAME?thatarepartoftextile machinery, see 2826 - manufacture of furniture, see 3100 - manufacture of wooden toys, see 3240 - manufacture of brushes and brooms, see 3290 - manufacture of caskets, see 3290 Manufacture of wooden industrial goods Manufacture of cork and cork products Manufacture of wooden agricultural implements Manufacture of various articles made of bamboo, cane and grass Manufacture of broomsticks Manufacture of articles made of palm leaf, dhak leaf, screw-pine leaf and khajoor leaf; articles of vegetables fibre etc,. Manufacture of products of pith and shalapith Manufacture of other wood products n.e.c. nan"
90,1701," manufacture of pulp, paper and paperboard This class excludes: - manufacture of corrugated paper and paperboard, see 1702 #NAME? 1709 - manufacture of coated or impregnated paper,wherethe coatingor impregnant is the main ingredient, see class in which the manufacture of the coating or impregnant is classified - manufacture of abrasive paper, see 2399 - manufacture of cork life preservers, see 3290 Manufacture of pulp Manufacture of news print Manufacture of paper and paper rolls not further processed Manufacture of packing paper Manufacture of other special purpose paper(excludingcomputer stationary) Manufacture of paper board, straw board Manufacture of hard board including false board and chip board Manufacture of other primary paper materials including composite paper and paper board n.e.c. manufacture of corrugated paper and paperboard and containers of paper and paperboard This class excludes: - manufacture of envelopes, see 1709 - manufacture of moulded or pressed articles of paper pulp (e.g. boxes for packing eggs, moulded pulp paper plates), see 1709 Manufacture of corrugated paper and paperboard Manufacture of corrugated paper board containers Manufacture of card board boxes Manufacture of sacks and bags of paper Manufacture of other containers of paper and paperboard n.e.c."
